汉字,拼音,英文释义,等级,词频,category
酒精,jiǔjīng,酒精,6,2,hsk6
卡通,kǎtōng,卡通,6,2,hsk6
可观,kěguān,可观,6,2,hsk6
口腔,kǒuqiāng,口腔,6,2,hsk6
口音,kǒuyīn,口音,6,2,hsk6
领先,lǐngxiān,领先,6,2,hsk6
美观,měiguān,美观,6,2,hsk6
抹杀,mǒshā,抹杀,6,2,hsk6
起初,qǐchū,起初,6,2,hsk6
体积,tǐjī,体积,6,2,hsk6
挑拨,tiǎobō,挑拨,6,2,hsk6
惋惜,wǎnxī,惋惜,6,2,hsk6
委托,wěituō,委托,6,2,hsk6
武装,wǔzhuāng,武装,6,2,hsk6
眼光,yǎnguāng,眼光,6,2,hsk6
野心,yěxīn,野心,6,2,hsk6
隐私,yǐnsī,隐私,6,2,hsk6
隐约,yǐnyuē,隐约,6,2,hsk6
崭新,zhǎnxīn,崭新,6,2,hsk6
指标,zhǐbiāo,指标,6,2,hsk6
走私,zǒusī,走私,6,2,hsk6
祖先,zǔxiān,祖先,6,2,hsk6
饱和,bǎohé,饱和,6,2,hsk6
北极,běijí,北极,6,2,hsk6
本能,běnnéng,本能,6,2,hsk6
本钱,běnqián,本钱,6,2,hsk6
本人,běnrén,本人,6,2,hsk6
表决,biǎojué,表决,6,2,hsk6
补偿,bǔcháng,补偿,6,2,hsk6
采集,cǎijí,采集,6,2,hsk6
场合,chǎnghé,场合,6,2,hsk6
储存,chǔcún,储存,6,2,hsk6
歹徒,dǎitú,歹徒,6,2,hsk6
导航,dǎoháng,导航,6,2,hsk6
等级,děngjí,等级,6,2,hsk6
抵达,dǐdá,抵达,6,2,hsk6
典型,diǎnxíng,典型,6,2,hsk6
赌博,dǔbó,赌博,6,2,hsk6
法人,fǎrén,法人,6,2,hsk6
反驳,fǎnbó,反驳,6,2,hsk6
反常,fǎncháng,反常,6,2,hsk6
否决,fǒujué,否决,6,2,hsk6
腐蚀,fǔshí,腐蚀,6,2,hsk6
改良,gǎiliáng,改良,6,2,hsk6
管辖,guǎnxiá,管辖,6,2,hsk6
海拔,hǎibá,海拔,6,2,hsk6
缓和,huǎnhé,缓和,6,2,hsk6
解除,jiěchú,解除,6,2,hsk6
咀嚼,jǔjué,咀嚼,6,2,hsk6
砍伐,kǎnfá,砍伐,6,2,hsk6
考察,kǎochá,考察,6,2,hsk6
考核,kǎohé,考核,6,2,hsk6
可行,kěxíng,可行,6,2,hsk6
口头,kǒutóu,口头,6,2,hsk6
礼节,lǐjié,礼节,6,2,hsk6
履行,lǚxíng,履行,6,2,hsk6
敏捷,mǐnjié,敏捷,6,2,hsk6
品尝,pǐncháng,品尝,6,2,hsk6
品德,pǐndé,品德,6,2,hsk6
朴实,pǔshí,朴实,6,2,hsk6
普及,pǔjí,普及,6,2,hsk6
企图,qǐtú,企图,6,2,hsk6
启程,qǐchéng,启程,6,2,hsk6
启蒙,qǐméng,启蒙,6,2,hsk6
起伏,qǐfú,起伏,6,2,hsk6
起源,qǐyuán,起源,6,2,hsk6
谴责,qiǎnzé,谴责,6,2,hsk6
抢劫,qiǎngjié,抢劫,6,2,hsk6
散文,sǎnwén,散文,6,2,hsk6
审查,shěnchá,审查,6,2,hsk6
水泥,shuǐní,水泥,6,2,hsk6
死亡,sǐwáng,死亡,6,2,hsk6
坦白,tǎnbái,坦白,6,2,hsk6
体裁,tǐcái,体裁,6,2,hsk6
挺拔,tǐngbá,挺拔,6,2,hsk6
妥协,tuǒxié,妥协,6,2,hsk6
椭圆,tuǒyuán,椭圆,6,2,hsk6
挽回,wǎnhuí,挽回,6,2,hsk6
往常,wǎngcháng,往常,6,2,hsk6
委员,wěiyuán,委员,6,2,hsk6
武侠,wǔxiá,武侠,6,2,hsk6
选拔,xuǎnbá,选拔,6,2,hsk6
眼神,yǎnshén,眼神,6,2,hsk6
演习,yǎnxí,演习,6,2,hsk6
野蛮,yěmán,野蛮,6,2,hsk6
引擎,yǐnqíng,引擎,6,2,hsk6
饮食,yǐnshí,饮食,6,2,hsk6
隐瞒,yǐnmán,隐瞒,6,2,hsk6
永恒,yǒnghéng,永恒,6,2,hsk6
勇于,yǒngyú,勇于,6,2,hsk6
沼泽,zhǎozé,沼泽,6,2,hsk6
职能,zhínéng,职能,6,2,hsk6
指责,zhǐzé,指责,6,2,hsk6
智能,zhìnéng,智能,6,2,hsk6
肿瘤,zhǒngliú,肿瘤,6,2,hsk6
种族,zhǒngzú,种族,6,2,hsk6
主流,zhǔliú,主流,6,2,hsk6
主权,zhǔquán,主权,6,2,hsk6
转达,zhuǎndá,转达,6,2,hsk6
转移,zhuǎnyí,转移,6,2,hsk6
转折,zhuǎnzhé,转折,6,2,hsk6
准则,zhǔnzé,准则,6,2,hsk6
总和,zǒnghé,总和,6,2,hsk6
走廊,zǒuláng,走廊,6,2,hsk6
阻拦,zǔlán,阻拦,6,2,hsk6
祖国,zǔguó,祖国,6,2,hsk6
嘴唇,zuǐchún,嘴唇,6,2,hsk6
阻挠,zǔnáo,阻挠,6,2,hsk6
版本,bǎnběn,版本,6,2,hsk6
保管,bǎoguǎn,保管,6,2,hsk6
保姆,bǎomǔ,保姆,6,2,hsk6
保守,bǎoshǒu,保守,6,2,hsk6
保养,bǎoyǎng,保养,6,2,hsk6
哺乳,bǔrǔ,哺乳,6,2,hsk6
场所,chǎngsuǒ,场所,6,2,hsk6
典礼,diǎnlǐ,典礼,6,2,hsk6
反感,fǎngǎn,反感,6,2,hsk6
抚养,fǔyǎng,抚养,6,2,hsk6
腐朽,fǔxiǔ,腐朽,6,2,hsk6
感慨,gǎnkǎi,感慨,6,2,hsk6
感染,gǎnrǎn,感染,6,2,hsk6
港口,gǎngkǒu,港口,6,2,hsk6
古董,gǔdǒng,古董,6,2,hsk6
给予,jǐyǔ,给予,6,2,hsk6
检讨,jiǎntǎo,检讨,6,2,hsk6
剪彩,jiǎncǎi,剪彩,6,2,hsk6
奖赏,jiǎngshǎng,奖赏,6,2,hsk6
解体,jiětǐ,解体,6,2,hsk6
考古,kǎogǔ,考古,6,2,hsk6
可口,kěkǒu,可口,6,2,hsk6
捆绑,kǔnbǎng,捆绑,6,2,hsk6
理睬,lǐcǎi,理睬,6,2,hsk6
领土,lǐngtǔ,领土,6,2,hsk6
蚂蚁,mǎyǐ,蚂蚁,6,2,hsk6
美满,měimǎn,美满,6,2,hsk6
勉强,miǎnqiǎng,勉强,6,2,hsk6
渺小,miǎoxiǎo,渺小,6,2,hsk6
母语,mǔyǔ,母语,6,2,hsk6
恼火,nǎohuǒ,恼火,6,2,hsk6
扭转,niǔzhuǎn,扭转,6,2,hsk6
品种,pǐnzhǒng,品种,6,2,hsk6
起草,qǐcǎo,起草,6,2,hsk6
起码,qǐmǎ,起码,6,2,hsk6
请柬,qǐngjiǎn,请柬,6,2,hsk6
请帖,qǐngtiě,请帖,6,2,hsk6
审理,shěnlǐ,审理,6,2,hsk6
审美,shěnměi,审美,6,2,hsk6
手法,shǒufǎ,手法,6,2,hsk6
索取,suǒqǔ,索取,6,2,hsk6
讨好,tǎohǎo,讨好,6,2,hsk6
统统,tǒngtǒng,统统,6,2,hsk6
土壤,tǔrǎng,土壤,6,2,hsk6
瓦解,wǎjiě,瓦解,6,2,hsk6
侮辱,wǔrǔ,侮辱,6,2,hsk6
舞蹈,wǔdǎo,舞蹈,6,2,hsk6
许可,xǔkě,许可,6,2,hsk6
选举,xuǎnjǔ,选举,6,2,hsk6
选手,xuǎnshǒu,选手,6,2,hsk6
以免,yǐmiǎn,以免,6,2,hsk6
以往,yǐwǎng,以往,6,2,hsk6
引导,yǐndǎo,引导,6,2,hsk6
主导,zhǔdǎo,主导,6,2,hsk6
主管,zhǔguǎn,主管,6,2,hsk6
绑架,bǎngjià,绑架,6,2,hsk6
榜样,bǎngyàng,榜样,6,2,hsk6
保密,bǎomì,保密,6,2,hsk6
保卫,bǎowèi,保卫,6,2,hsk6
保障,bǎozhàng,保障,6,2,hsk6
保重,bǎozhòng,保重,6,2,hsk6
比喻,bǐyù,比喻,6,2,hsk6
比重,bǐzhòng,比重,6,2,hsk6
鄙视,bǐshì,鄙视,6,2,hsk6
贬义,biǎnyì,贬义,6,2,hsk6
表态,biǎotài,表态,6,2,hsk6
补救,bǔjiù,补救,6,2,hsk6
采购,cǎigòu,采购,6,2,hsk6
采纳,cǎinà,采纳,6,2,hsk6
彩票,cǎipiào,彩票,6,2,hsk6
草案,cǎoàn,草案,6,2,hsk6
草率,cǎoshuài,草率,6,2,hsk6
产业,chǎnyè,产业,6,2,hsk6
阐述,chǎnshù,阐述,6,2,hsk6
场面,chǎngmiàn,场面,6,2,hsk6
丑恶,chǒuè,丑恶,6,2,hsk6
处分,chǔfèn,处分,6,2,hsk6
处境,chǔjìng,处境,6,2,hsk6
处置,chǔzhì,处置,6,2,hsk6
储备,chǔbèi,储备,6,2,hsk6
储蓄,chǔxù,储蓄,6,2,hsk6
喘气,chuǎnqì,喘气,6,2,hsk6
打架,dǎjià,打架,6,2,hsk6
打猎,dǎliè,打猎,6,2,hsk6
打仗,dǎzhàng,打仗,6,2,hsk6
胆怯,dǎnqiè,胆怯,6,2,hsk6
导弹,dǎodàn,导弹,6,2,hsk6
导向,dǎoxiàng,导向,6,2,hsk6
捣乱,dǎoluàn,捣乱,6,2,hsk6
倒闭,dǎobì,倒闭,6,2,hsk6
等候,děnghòu,等候,6,2,hsk6
抵抗,dǐkàng,抵抗,6,2,hsk6
抵制,dǐzhì,抵制,6,2,hsk6
点缀,diǎnzhuì,点缀,6,2,hsk6
陡峭,dǒuqiào,陡峭,6,2,hsk6
堵塞,dǔsè,堵塞,6,2,hsk6
短促,duǎncù,短促,6,2,hsk6
反抗,fǎnkàng,反抗,6,2,hsk6
反馈,fǎnkuì,反馈,6,2,hsk6
反面,fǎnmiàn,反面,6,2,hsk6
反射,fǎnshè,反射,6,2,hsk6
反问,fǎnwèn,反问,6,2,hsk6
访问,fǎngwèn,访问,6,2,hsk6
诽谤,fěibàng,诽谤,6,2,hsk6
粉末,fěnmò,粉末,6,2,hsk6
粉色,fěnsè,粉色,6,2,hsk6
粉碎,fěnsuì,粉碎,6,2,hsk6
俯视,fǔshì,俯视,6,2,hsk6
辅助,fǔzhù,辅助,6,2,hsk6
腐败,fǔbài,腐败,6,2,hsk6
腐烂,fǔlàn,腐烂,6,2,hsk6
岗位,gǎngwèi,岗位,6,2,hsk6
稿件,gǎojiàn,稿件,6,2,hsk6
巩固,gǒnggù,巩固,6,2,hsk6
古怪,gǔguài,古怪,6,2,hsk6
股份,gǔfèn,股份,6,2,hsk6
骨干,gǔgàn,骨干,6,2,hsk6
鼓动,gǔdòng,鼓动,6,2,hsk6
拐杖,guǎizhàng,拐杖,6,2,hsk6
广阔,guǎngkuò,广阔,6,2,hsk6
轨道,guǐdào,轨道,6,2,hsk6
果断,guǒduàn,果断,6,2,hsk6
罕见,hǎnjiàn,罕见,6,2,hsk6
悔恨,huǐhèn,悔恨,6,2,hsk6
毁灭,huǐmiè,毁灭,6,2,hsk6
火箭,huǒjiàn,火箭,6,2,hsk6
火焰,huǒyàn,火焰,6,2,hsk6
火药,huǒyào,火药,6,2,hsk6
检验,jiǎnyàn,检验,6,2,hsk6
简化,jiǎnhuà,简化,6,2,hsk6
简陋,jiǎnlòu,简陋,6,2,hsk6
简要,jiǎnyào,简要,6,2,hsk6
奖励,jiǎnglì,奖励,6,2,hsk6
角落,jiǎoluò,角落,6,2,hsk6
侥幸,jiǎoxìng,侥幸,6,2,hsk6
搅拌,jiǎobàn,搅拌,6,2,hsk6
缴纳,jiǎonà,缴纳,6,2,hsk6
解放,jiěfàng,解放,6,2,hsk6
解雇,jiěgù,解雇,6,2,hsk6
解散,jiěsàn,解散,6,2,hsk6
紧迫,jǐnpò,紧迫,6,2,hsk6
警告,jǐnggào,警告,6,2,hsk6
警惕,jǐngtì,警惕,6,2,hsk6
沮丧,jǔsàng,沮丧,6,2,hsk6
举动,jǔdòng,举动,6,2,hsk6
考验,kǎoyàn,考验,6,2,hsk6
可恶,kěwù,可恶,6,2,hsk6
渴望,kěwàng,渴望,6,2,hsk6
恳切,kěnqiè,恳切,6,2,hsk6
恐怖,kǒngbù,恐怖,6,2,hsk6
恐吓,kǒnghè,恐吓,6,2,hsk6
恐惧,kǒngjù,恐惧,6,2,hsk6
口气,kǒuqì,口气,6,2,hsk6
苦涩,kǔsè,苦涩,6,2,hsk6
款待,kuǎndài,款待,6,2,hsk6
款式,kuǎnshì,款式,6,2,hsk6
懒惰,lǎnduò,懒惰,6,2,hsk6
冷酷,lěngkù,冷酷,6,2,hsk6
冷落,lěngluò,冷落,6,2,hsk6
冷却,lěngquè,冷却,6,2,hsk6
理智,lǐzhì,理智,6,2,hsk6
领会,lǐnghuì,领会,6,2,hsk6
领悟,lǐngwù,领悟,6,2,hsk6
领袖,lǐngxiù,领袖,6,2,hsk6
垄断,lǒngduàn,垄断,6,2,hsk6
笼罩,lǒngzhào,笼罩,6,2,hsk6
屡次,lǚcì,屡次,6,2,hsk6
美妙,měimiào,美妙,6,2,hsk6
猛烈,měngliè,猛烈,6,2,hsk6
免疫,miǎnyì,免疫,6,2,hsk6
勉励,miǎnlì,勉励,6,2,hsk6
藐视,miǎoshì,藐视,6,2,hsk6
敏锐,mǐnruì,敏锐,6,2,hsk6
拟定,nǐdìng,拟定,6,2,hsk6
纽扣儿,niǔkòuér,纽扣儿,6,2,hsk6
呕吐,ǒutù,呕吐,6,2,hsk6
偶像,ǒuxiàng,偶像,6,2,hsk6
品质,pǐnzhì,品质,6,2,hsk6
朴素,pǔsù,朴素,6,2,hsk6
乞丐,qǐgài,乞丐,6,2,hsk6
启示,qǐshì,启示,6,2,hsk6
启事,qǐshì,启事,6,2,hsk6
起哄,qǐhòng,起哄,6,2,hsk6
抢救,qiǎngjiù,抢救,6,2,hsk6
强迫,qiǎngpò,强迫,6,2,hsk6
请教,qǐngjiào,请教,6,2,hsk6
请示,qǐngshì,请示,6,2,hsk6
取缔,qǔdì,取缔,6,2,hsk6
扰乱,rǎoluàn,扰乱,6,2,hsk6
惹祸,rěhuò,惹祸,6,2,hsk6
忍耐,rěnnài,忍耐,6,2,hsk6
忍受,rěnshòu,忍受,6,2,hsk6
闪烁,shǎnshuò,闪烁,6,2,hsk6
审判,shěnpàn,审判,6,2,hsk6
省会,shěnghuì,省会,6,2,hsk6
使命,shǐmìng,使命,6,2,hsk6
手势,shǒushì,手势,6,2,hsk6
手艺,shǒuyì,手艺,6,2,hsk6
守护,shǒuhù,守护,6,2,hsk6
首饰,shǒushì,首饰,6,2,hsk6
首要,shǒuyào,首要,6,2,hsk6
爽快,shuǎngkuài,爽快,6,2,hsk6
水利,shuǐlì,水利,6,2,hsk6
损坏,sǔnhuài,损坏,6,2,hsk6
索性,suǒxìng,索性,6,2,hsk6
倘若,tǎngruò,倘若,6,2,hsk6
体谅,tǐliàng,体谅,6,2,hsk6
体面,tǐmiàn,体面,6,2,hsk6
体系,tǐxì,体系,6,2,hsk6
挑衅,tiǎoxìn,挑衅,6,2,hsk6
统计,tǒngjì,统计,6,2,hsk6
统治,tǒngzhì,统治,6,2,hsk6
妥善,tuǒshàn,妥善,6,2,hsk6
挽救,wǎnjiù,挽救,6,2,hsk6
往事,wǎngshì,往事,6,2,hsk6
伪造,wěizào,伪造,6,2,hsk6
武器,wǔqì,武器,6,2,hsk6
喜悦,xǐyuè,喜悦,6,2,hsk6
显著,xiǎnzhù,显著,6,2,hsk6
响亮,xiǎngliàng,响亮,6,2,hsk6
响应,xiǎngyìng,响应,6,2,hsk6
掩护,yǎnhù,掩护,6,2,hsk6
掩饰,yǎnshì,掩饰,6,2,hsk6
眼色,yǎnsè,眼色,6,2,hsk6
演变,yǎnbiàn,演变,6,2,hsk6
演绎,yǎnyì,演绎,6,2,hsk6
演奏,yǎnzòu,演奏,6,2,hsk6
掩盖,yǎngài,掩盖,6,2,hsk6
氧气,yǎngqì,氧气,6,2,hsk6
以便,yǐbiàn,以便,6,2,hsk6
以至,yǐzhì,以至,6,2,hsk6
以致,yǐzhì,以致,6,2,hsk6
引用,yǐnyòng,引用,6,2,hsk6
隐蔽,yǐnbì,隐蔽,6,2,hsk6
隐患,yǐnhuàn,隐患,6,2,hsk6
涌现,yǒngxiàn,涌现,6,2,hsk6
踊跃,yǒngyuè,踊跃,6,2,hsk6
宇宙,yǔzhòu,宇宙,6,2,hsk6
展示,zhǎnshì,展示,6,2,hsk6
展望,zhǎnwàng,展望,6,2,hsk6
展现,zhǎnxiàn,展现,6,2,hsk6
整顿,zhěngdùn,整顿,6,2,hsk6
指定,zhǐdìng,指定,6,2,hsk6
指令,zhǐlìng,指令,6,2,hsk6
指示,zhǐshì,指示,6,2,hsk6
指望,zhǐwàng,指望,6,2,hsk6
主办,zhǔbàn,主办,6,2,hsk6
主义,zhǔyì,主义,6,2,hsk6
嘱咐,zhǔfù,嘱咐,6,2,hsk6
转让,zhuǎnràng,转让,6,2,hsk6
子弹,zǐdàn,子弹,6,2,hsk6
走漏,zǒulòu,走漏,6,2,hsk6
阻碍,zǔài,阻碍,6,2,hsk6
祖父,zǔfù,祖父,6,2,hsk6
把手,bǎshǒu,把手,6,2,hsk6
本事,běnshì,本事,6,2,hsk6
比方,bǐfāng,比方,6,2,hsk6
打量,dǎliàng,打量,6,2,hsk6
恶心,ěxīn,恶心,6,2,hsk6
喇叭,lǎbā,喇叭,6,2,hsk6
码头,mǎtóu,码头,6,2,hsk6
免得,miǎnde,免得,6,2,hsk6
曲子,qǔzi,曲子,6,2,hsk6
嫂子,sǎozi,嫂子,6,2,hsk6
妥当,tuǒdàng,妥当,6,2,hsk6
枕头,zhěntou,枕头,6,2,hsk6
指甲,zhǐjiǎ,指甲,6,2,hsk6
种子,zhǒngzi,种子,6,2,hsk6
罢工,bàgōng,罢工,6,2,hsk6
拜托,bàituō,拜托,6,2,hsk6
报销,bàoxiāo,报销,6,2,hsk6
曝光,bàoguāng,曝光,6,2,hsk6
爆发,bàofā,爆发,6,2,hsk6
笨拙,bènzhuō,笨拙,6,2,hsk6
迸发,bèngfā,迸发,6,2,hsk6
弊端,bìduān,弊端,6,2,hsk6
变迁,biànqiān,变迁,6,2,hsk6
并非,bìngfēi,并非,6,2,hsk6
不禁,bùjīn,不禁,6,2,hsk6
不堪,bùkān,不堪,6,2,hsk6
不惜,bùxī,不惜,6,2,hsk6
畅通,chàngtōng,畅通,6,2,hsk6
畅销,chàngxiāo,畅销,6,2,hsk6
撤销,chèxiāo,撤销,6,2,hsk6
衬托,chèntuō,衬托,6,2,hsk6
创新,chuàngxīn,创新,6,2,hsk6
诞生,dànshēng,诞生,6,2,hsk6
递增,dìzēng,递增,6,2,hsk6
定期,dìngqī,定期,6,2,hsk6
动机,dòngjī,动机,6,2,hsk6
动身,dòngshēn,动身,6,2,hsk6
斗争,dòuzhēng,斗争,6,2,hsk6
废墟,fèixū,废墟,6,2,hsk6
负担,fùdān,负担,6,2,hsk6
复兴,fùxīng,复兴,6,2,hsk6
盖章,gàizhāng,盖章,6,2,hsk6
构思,gòusī,构思,6,2,hsk6
故乡,gùxiāng,故乡,6,2,hsk6
雇佣,gùyōng,雇佣,6,2,hsk6
过失,guòshī,过失,6,2,hsk6
化妆,huàzhuāng,化妆,6,2,hsk6
划分,huàfēn,划分,6,2,hsk6
季军,jìjūn,季军,6,2,hsk6
寄托,jìtuō,寄托,6,2,hsk6
间接,jiànjiē,间接,6,2,hsk6
晋升,jìnshēng,晋升,6,2,hsk6
进攻,jìngōng,进攻,6,2,hsk6
据悉,jùxī,据悉,6,2,hsk6
扩充,kuòchōng,扩充,6,2,hsk6
扩张,kuòzhāng,扩张,6,2,hsk6
力争,lìzhēng,力争,6,2,hsk6
立方,lìfāng,立方,6,2,hsk6
冒充,màochōng,冒充,6,2,hsk6
密封,mìfēng,密封,6,2,hsk6
目光,mùguāng,目光,6,2,hsk6
气功,qìgōng,气功,6,2,hsk6
气压,qìyā,气压,6,2,hsk6
器官,qìguān,器官,6,2,hsk6
若干,ruògān,若干,6,2,hsk6
散发,sànfà,散发,6,2,hsk6
丧失,sàngshī,丧失,6,2,hsk6
社区,shèqū,社区,6,2,hsk6
盛开,shèngkāi,盛开,6,2,hsk6
示威,shìwēi,示威,6,2,hsk6
是非,shìfēi,是非,6,2,hsk6
瞬间,shùnjiān,瞬间,6,2,hsk6
四肢,sìzhī,四肢,6,2,hsk6
太空,tàikōng,太空,6,2,hsk6
万分,wànfēn,万分,6,2,hsk6
卫星,wèixīng,卫星,6,2,hsk6
物资,wùzī,物资,6,2,hsk6
误差,wùchā,误差,6,2,hsk6
细胞,xìbāo,细胞,6,2,hsk6
细菌,xìjūn,细菌,6,2,hsk6
血压,xuèyā,血压,6,2,hsk6
亚军,yàjūn,亚军,6,2,hsk6
验收,yànshōu,验收,6,2,hsk6
应邀,yìngyāo,应邀,6,2,hsk6
预期,yùqī,预期,6,2,hsk6
预先,yùxiān,预先,6,2,hsk6
噪音,zàoyīn,噪音,6,2,hsk6
振兴,zhènxīng,振兴,6,2,hsk6
震惊,zhènjīng,震惊,6,2,hsk6
正当,zhèngdāng,正当,6,2,hsk6
正规,zhèngguī,正规,6,2,hsk6
正宗,zhèngzōng,正宗,6,2,hsk6
证书,zhèngshū,证书,6,2,hsk6
制约,zhìyuē,制约,6,2,hsk6
治安,zhìān,治安,6,2,hsk6
智商,zhìshāng,智商,6,2,hsk6
重心,zhòngxīn,重心,6,2,hsk6
驻扎,zhùzhā,驻扎,6,2,hsk6
壮观,zhuàngguān,壮观,6,2,hsk6
自卑,zìbēi,自卑,6,2,hsk6
自发,zìfā,自发,6,2,hsk6
作风,zuòfēng,作风,6,2,hsk6
作息,zuòxī,作息,6,2,hsk6
按摩,ànmó,按摩,6,2,hsk6
拜年,bàinián,拜年,6,2,hsk6
伴随,bànsuí,伴随,6,2,hsk6
报仇,bàochóu,报仇,6,2,hsk6
报答,bàodá,报答,6,2,hsk6
贝壳,bèiké,贝壳,6,2,hsk6
便条,biàntiáo,便条,6,2,hsk6
便于,biànyú,便于,6,2,hsk6
不妨,bùfáng,不妨,6,2,hsk6
不时,bùshí,不时,6,2,hsk6
布局,bùjú,布局,6,2,hsk6
步伐,bùfá,步伐,6,2,hsk6
测量,cèliáng,测量,6,2,hsk6
挫折,cuòzhé,挫折,6,2,hsk6
大臣,dàchén,大臣,6,2,hsk6
诞辰,dànchén,诞辰,6,2,hsk6
电源,diànyuán,电源,6,2,hsk6
动员,dòngyuán,动员,6,2,hsk6
冻结,dòngjié,冻结,6,2,hsk6
杜绝,dùjué,杜绝,6,2,hsk6
断绝,duànjué,断绝,6,2,hsk6
对联,duìlián,对联,6,2,hsk6
顿时,dùnshí,顿时,6,2,hsk6
范畴,fànchóu,范畴,6,2,hsk6
废除,fèichú,废除,6,2,hsk6
沸腾,fèiténg,沸腾,6,2,hsk6
复活,fùhuó,复活,6,2,hsk6
告辞,gàocí,告辞,6,2,hsk6
共鸣,gòngmíng,共鸣,6,2,hsk6
固然,gùrán,固然,6,2,hsk6
固执,gùzhí,固执,6,2,hsk6
贵族,guìzú,贵族,6,2,hsk6
过于,guòyú,过于,6,2,hsk6
后勤,hòuqín,后勤,6,2,hsk6
化肥,huàféi,化肥,6,2,hsk6
化石,huàshí,化石,6,2,hsk6
混合,hùnhé,混合,6,2,hsk6
混淆,hùnxiáo,混淆,6,2,hsk6
混浊,hùnzhuó,混浊,6,2,hsk6
继承,jìchéng,继承,6,2,hsk6
见闻,jiànwén,见闻,6,2,hsk6
间谍,jiàndié,间谍,6,2,hsk6
健全,jiànquán,健全,6,2,hsk6
鉴别,jiànbié,鉴别,6,2,hsk6
鉴于,jiànyú,鉴于,6,2,hsk6
间隔,jiàngé,间隔,6,2,hsk6
降临,jiànglín,降临,6,2,hsk6
进而,jìnér,进而,6,2,hsk6
近来,jìnlái,近来,6,2,hsk6
镜头,jìngtóu,镜头,6,2,hsk6
就职,jiùzhí,就职,6,2,hsk6
课题,kètí,课题,6,2,hsk6
空白,kòngbái,空白,6,2,hsk6
蜡烛,làzhú,蜡烛,6,2,hsk6
力求,lìqiú,力求,6,2,hsk6
历来,lìlái,历来,6,2,hsk6
立足,lìzú,立足,6,2,hsk6
论坛,lùntán,论坛,6,2,hsk6
落成,luòchéng,落成,6,2,hsk6
落实,luòshí,落实,6,2,hsk6
掠夺,lüèduó,掠夺,6,2,hsk6
脉搏,màibó,脉搏,6,2,hsk6
蔓延,mànyán,蔓延,6,2,hsk6
漫长,màncháng,漫长,6,2,hsk6
灭亡,mièwáng,灭亡,6,2,hsk6
命名,mìngmíng,命名,6,2,hsk6
内涵,nèihán,内涵,6,2,hsk6
逆行,nìxíng,逆行,6,2,hsk6
派别,pàibié,派别,6,2,hsk6
判决,pànjué,判决,6,2,hsk6
譬如,pìrú,譬如,6,2,hsk6
器材,qìcái,器材,6,2,hsk6
洽谈,qiàtán,洽谈,6,2,hsk6
窍门,qiàomén,窍门,6,2,hsk6
切实,qièshí,切实,6,2,hsk6
热门,rèmén,热门,6,2,hsk6
擅长,shàncháng,擅长,6,2,hsk6
上级,shàngjí,上级,6,2,hsk6
上游,shàngyóu,上游,6,2,hsk6
涉及,shèjí,涉及,6,2,hsk6
盛情,shèngqíng,盛情,6,2,hsk6
盛行,shèngxíng,盛行,6,2,hsk6
试图,shìtú,试图,6,2,hsk6
视频,shìpín,视频,6,2,hsk6
适宜,shìyí,适宜,6,2,hsk6
数额,shùé,数额,6,2,hsk6
素食,sùshí,素食,6,2,hsk6
特长,tècháng,特长,6,2,hsk6
外行,wàiháng,外行,6,2,hsk6
蔚蓝,wèilán,蔚蓝,6,2,hsk6
现成,xiànchéng,现成,6,2,hsk6
向来,xiànglái,向来,6,2,hsk6
谢绝,xièjué,谢绝,6,2,hsk6
性能,xìngnéng,性能,6,2,hsk6
嗅觉,xiùjué,嗅觉,6,2,hsk6
序言,xùyán,序言,6,2,hsk6
异常,yìcháng,异常,6,2,hsk6
意图,yìtú,意图,6,2,hsk6
毅然,yìrán,毅然,6,2,hsk6
预言,yùyán,预言,6,2,hsk6
寓言,yùyán,寓言,6,2,hsk6
运行,yùnxíng,运行,6,2,hsk6
蕴藏,yùncáng,蕴藏,6,2,hsk6
造型,zàoxíng,造型,6,2,hsk6
阵容,zhènróng,阵容,6,2,hsk6
证实,zhèngshí,证实,6,2,hsk6
政权,zhèngquán,政权,6,2,hsk6
制裁,zhìcái,制裁,6,2,hsk6
制服,zhìfú,制服,6,2,hsk6
致辞,zhìcí,致辞,6,2,hsk6
滞留,zhìliú,滞留,6,2,hsk6
种植,zhòngzhí,种植,6,2,hsk6
皱纹,zhòuwén,皱纹,6,2,hsk6
住宅,zhùzhái,住宅,6,2,hsk6
纵横,zònghéng,纵横,6,2,hsk6
钻石,zuànshí,钻石,6,2,hsk6
拜访,bàifǎng,拜访,6,2,hsk6
扮演,bànyǎn,扮演,6,2,hsk6
伴侣,bànlǚ,伴侣,6,2,hsk6
报警,bàojǐng,报警,6,2,hsk6
辩解,biànjiě,辩解,6,2,hsk6
不免,bùmiǎn,不免,6,2,hsk6
不止,bùzhǐ,不止,6,2,hsk6
部署,bùshǔ,部署,6,2,hsk6
颤抖,chàndǒu,颤抖,6,2,hsk6
倡导,chàngdǎo,倡导,6,2,hsk6
次品,cìpǐn,次品,6,2,hsk6
大不了,dàbùliǎo,大不了,6,2,hsk6
大伙儿,dàhuǒér,大伙儿,6,2,hsk6
大体,dàtǐ,大体,6,2,hsk6
代理,dàilǐ,代理,6,2,hsk6
带领,dàilǐng,带领,6,2,hsk6
逮捕,dàibǔ,逮捕,6,2,hsk6
淡水,dànshuǐ,淡水,6,2,hsk6
